Date,Low,High,Open,Close,Volume
1528976160,6523.25,6523.25,6523.25,6523.25,0.382868
1528976220,6523.240234,6523.25,6523.25,6523.240234,6.5622
1528976280,6522.959961,6524.339844,6523.240234,6524.339844,8.990527
1528976340,6524.330078,6531,6524.339844,6531,20.834747
1528976400,6531.990234,6539.990234,6533.27002,6532,6.502
1528976460,6528,6532,6532,6528.009766,10.858701
1528976520,6523,6528.009766,6528.009766,6523,5.811149
1528976580,6522.97998,6522.97998,6522.97998,6522.97998,3.227352
1528976640,6517.189941,6522.97998,6522.97998,6517.189941,8.157654
1528976700,6517.189941,6517.200195,6517.200195,6517.189941,1.314741
1528976760,6517.189941,6520,6517.200195,6520,19.330942
1528976820,6520,6522.970215,6520,6522.959961,4.644432
1528976880,6522.970215,6523,6522.970215,6523,2.441498
1528976940,6523,6528.009766,6523,6528.009766,1.771138
1528977000,6532.859863,6532.870117,6532.870117,6532.870117,3.085788
1528977060,6532.859863,6532.870117,6532.859863,6532.870117,3.181132
1528977120,6532.859863,6532.870117,6532.870117,6532.859863,6.6801
1528977180,6532.870117,6532.870117,6532.870117,6532.870117,2.110056
1528977240,6532.870117,6536.069824,6532.870117,6536.069824,2.740046
1528977300,6536.060059,6539.990234,6536.069824,6536.060059,4.7667
1528977360,6527.990234,6536.069824,6536.069824,6527.990234,5.146974
1528977420,6527.740234,6527.97998,6527.97998,6527.75,1.6023
1528977480,6527,6527.75,6527.740234,6527.009766,5.725759
1528977540,6525,6527.009766,6527.009766,6525.009766,4.381384
1528977600,6522,6525.009766,6525,6524.330078,5.626448
1528977660,6524.319824,6524.330078,6524.330078,6524.330078,5.7938
1528977720,6524.319824,6524.330078,6524.330078,6524.330078,1.800846
1528977780,6522,6524.319824,6524.319824,6522,1.871342
1528977840,6520,6520,6520,6520,1.9156
1528977900,6519.990234,6520,6520,6520,0.909582
1528977960,6510.149902,6519.990234,6519.990234,6510.149902,20.222185
1528978020,6503.919922,6510.140137,6510.140137,6504,22.530396
1528978080,6503.990234,6504,6504,6504,4.765314
1528978140,6503.990234,6504,6504,6504,6.5121
1528978200,6503.990234,6504,6504,6503.990234,5.838396
1528978260,6503.990234,6504,6504,6503.990234,0.8273
1528978320,6503.97998,6504,6504,6503.990234,1.495013
1528978380,6503.970215,6503.97998,6503.97998,6503.97998,1.5437
1528978440,6503.970215,6503.97998,6503.970215,6503.97998,0.770339
1528978500,6503.970215,6503.97998,6503.97998,6503.97998,3.102243
1528978560,6503.970215,6509.830078,6503.97998,6509.830078,5.696161
1528978620,6509.830078,6513.470215,6509.830078,6510.459961,7.406437
1528978680,6509.819824,6510.459961,6510.459961,6509.819824,3.074757
1528978740,6509.810059,6509.830078,6509.830078,6509.819824,1.961633
1528978800,6509.810059,6509.819824,6509.819824,6509.819824,1.955263
1528978860,6509.810059,6509.819824,6509.819824,6509.810059,8.130707
1528978920,6503,6509.819824,6509.810059,6503,10.495323
1528978980,6503,6503.009766,6503.009766,6503.009766,1.4785
1528979040,6502.910156,6503,6503,6502.910156,0.763717
1528979100,6502.899902,6502.910156,6502.899902,6502.899902,1.310777
1528979160,6501,6502.910156,6502.910156,6501.009766,1.372905
1528979220,6502.72998,6506.399902,6502.740234,6506.399902,8.838345
1528979280,6504.509766,6506.390137,6506.390137,6504.52002,3.6024
1528979340,6504.5,6504.52002,6504.52002,6504.509766,2.252019
1528979400,6504.5,6504.509766,6504.509766,6504.509766,2.671814
1528979460,6504.5,6504.509766,6504.509766,6504.5,2.8114
1528979520,6500,6504.509766,6504.509766,6500.009766,5.967746
1528979580,6500,6500.009766,6500.009766,6500.009766,1.796908
1528979640,6496,6500.009766,6500.009766,6496.009766,1.912053
1528979700,6496.009766,6496.009766,6496.009766,6496.009766,1.777949
1528979760,6494.009766,6496.009766,6496.009766,6494.009766,17.148178
1528979820,6494.009766,6494.02002,6494.009766,6494.02002,0.8885
1528979880,6491.410156,6494.02002,6494.009766,6491.410156,5.327448
1528979940,6478.779785,6491.350098,6491.350098,6479.790039,9.550947
1528980000,6478.569824,6480.299805,6480.290039,6478.569824,6.979046
1528980060,6478.560059,6478.620117,6478.569824,6478.620117,2.035887
1528980120,6478.609863,6478.620117,6478.620117,6478.620117,1.678886
1528980180,6478.649902,6478.740234,6478.649902,6478.740234,2.864728
1528980240,6478.72998,6478.740234,6478.72998,6478.740234,1.998943
1528980300,6478.720215,6483.700195,6478.740234,6478.720215,6.72932
1528980360,6477.950195,6478.709961,6478.709961,6477.950195,2.450593
1528980420,6474.640137,6477.950195,6477.950195,6474.649902,14.22491
1528980480,6474.640137,6478.720215,6475.580078,6478.720215,4.590853
1528980540,6478.709961,6479,6478.709961,6479,8.113052
1528980600,6478.990234,6479,6478.990234,6479,1.446869
1528980660,6478.990234,6479,6479,6478.990234,7.877063
1528980720,6478.990234,6479,6479,6479,0.80337
1528980780,6478.990234,6479,6479,6479,6.885281
1528980840,6478.990234,6479,6479,6479,3.168374
1528980900,6478.990234,6479,6479,6479,2.346111
1528980960,6478.990234,6479,6478.990234,6479,3.509354
1528981020,6478.990234,6479,6479,6479,1.3328
1528981080,6479,6479.120117,6479,6479.120117,2.712201
1528981140,6479.120117,6479.149902,6479.120117,6479.140137,3.039405
1528981200,6479.140137,6479.149902,6479.149902,6479.140137,0.943527
1528981260,6475.75,6479.149902,6479.140137,6475.75,14.853345
1528981320,6459.189941,6475.740234,6475.740234,6459.189941,4.820077
1528981380,6440.339844,6457,6457,6450.02002,42.1674
1528981440,6402.810059,6450.02002,6450.02002,6415.310059,143.098022
1528981500,6412.279785,6429.350098,6415.52002,6426.100098,82.489723
1528981560,6425,6426.109863,6426.100098,6425.009766,7.362039
1528981620,6426,6434.779785,6426,6434.779785,2.464362
1528981680,6432.790039,6437.5,6435.629883,6432.790039,6.890602
1528981740,6432.790039,6440.220215,6432.799805,6439.370117,2.719199
1528981800,6439.370117,6439.370117,6439.370117,6439.370117,3.040207
1528981860,6439.359863,6439.370117,6439.359863,6439.359863,1.231704
1528981920,6439.109863,6439.370117,6439.359863,6439.120117,14.920209
1528981980,6439.109863,6439.120117,6439.109863,6439.120117,2.3883
1528982040,6436.740234,6439.120117,6439.109863,6436.740234,8.31604
1528982100,6434.990234,6435,6435,6434.990234,1.077849
1528982160,6434.990234,6435,6435,6434.990234,0.379478
1528982220,6431,6435,6435,6431.009766,11.706386
1528982280,6419.759766,6431.009766,6431.009766,6419.77002,6.869825
1528982340,6418.839844,6419.77002,6419.77002,6418.839844,15.237093
1528982400,6410.350098,6419,6418.990234,6414.970215,65.791847
1528982460,6375,6414.959961,6414.959961,6375.009766,131.34552
1528982520,6363.120117,6379.75,6373.330078,6378.939941,46.737206
1528982580,6372.899902,6379,6378.950195,6379,11.648528
1528982640,6367.470215,6379,6379,6372.120117,10.731906
1528982700,6373.419922,6389,6373.419922,6389,29.997353
1528982760,6382,6389,6388.990234,6382.080078,14.176742
1528982820,6382.080078,6382.100098,6382.080078,6382.089844,3.286866
1528982880,6376.089844,6382.819824,6382.089844,6382.819824,42.144894
1528982940,6382.870117,6389.830078,6382.870117,6389.790039,9.93057
1528983000,6383.169922,6389.830078,6389.830078,6386.100098,2.968082
1528983060,6386.089844,6401.870117,6386.100098,6401.870117,15.463819
1528983120,6401.870117,6409,6401.870117,6408.990234,6.914854
1528983180,6392.990234,6414.990234,6409,6400.919922,13.524005
1528983240,6400.919922,6403.069824,6400.919922,6403.069824,0.512369
1528983300,6391.430176,6403.069824,6403.060059,6398.290039,10.15203
1528983360,6391.430176,6398.279785,6398.279785,6395.5,8.703704
1528983420,6394.899902,6398.279785,6394.899902,6395,1.818554
1528983480,6395.009766,6395.540039,6395.009766,6395.540039,4.236065
1528983540,6395.529785,6399.959961,6395.540039,6399.959961,2.520513
1528983600,6399.959961,6399.970215,6399.959961,6399.970215,9.67434
1528983660,6399.970215,6399.990234,6399.970215,6399.97998,2.844093
1528983720,6392.419922,6399.97998,6399.97998,6395,9.457804
1528983780,6389.5,6395,6395,6391.22998,1.315013
1528983840,6388.580078,6391.240234,6391.22998,6388.589844,3.115478
1528983900,6383.609863,6388.589844,6388.580078,6388.589844,2.914662
1528983960,6385.740234,6388.589844,6388.589844,6385.75,9.149058
1528984020,6383.919922,6385.740234,6385.740234,6385,6.815891
1528984080,6385,6390,6385,6390,6.684298
1528984140,6389.990234,6390,6389.990234,6390,0.964545
1528984200,6389.990234,6392.5,6389.990234,6392.490234,6.36681
1528984260,6392.490234,6392.5,6392.490234,6392.5,0.9217
1528984320,6392.490234,6392.5,6392.5,6392.5,0.972068
1528984380,6390,6392.490234,6392.490234,6390.009766,4.4785
1528984440,6390,6390.009766,6390.009766,6390,1.095869
1528984500,6386.819824,6390.009766,6390,6386.819824,6.004954
1528984560,6385,6385.009766,6385.009766,6385.009766,2.815642
1528984620,6356.620117,6385,6385,6359.830078,28.461098
1528984680,6359.839844,6381.129883,6359.839844,6367.109863,35.914001
1528984740,6365.5,6375.529785,6365.5,6375.529785,3.085375
1528984800,6375.540039,6384.899902,6375.540039,6384.899902,2.649161
1528984860,6384.990234,6385,6385,6384.990234,2.414042
1528984920,6378.25,6385,6384.990234,6378.25,2.420509
1528984980,6373.609863,6378.25,6378.240234,6375.830078,2.50963
1528985040,6375.819824,6380,6375.819824,6380,5.100477
1528985100,6379.990234,6384.990234,6380,6384.990234,2.81665
1528985160,6384.97998,6390,6384.990234,6390,4.372093
1528985220,6385.600098,6390,6389.990234,6385.600098,10.076607
1528985280,6384.990234,6385,6385,6385,1.339983
1528985340,6385,6391.560059,6385,6391.560059,1.973234
1528985400,6391.549805,6391.879883,6391.560059,6391.879883,6.424082
1528985460,6391.870117,6394.990234,6391.879883,6394.279785,4.720898
1528985520,6387.790039,6394.310059,6394.310059,6387.790039,7.991067
1528985580,6387.779785,6389.02002,6387.779785,6389.009766,2.098032
1528985640,6389.009766,6389.02002,6389.02002,6389.009766,1.316348
1528985700,6389.009766,6390,6389.009766,6390,1.877153
1528985760,6389.990234,6398,6390,6398,19.095327
1528985820,6394.200195,6397.990234,6397.990234,6395,51.19289
1528985880,6394.990234,6395,6395,6395,5.18981
1528985940,6395,6402.879883,6395,6402.879883,5.407892
1528986000,6398,6402.879883,6402.879883,6398,18.790434
1528986060,6396.370117,6398,6397.990234,6396.370117,1.761951
1528986120,6390.009766,6400.75,6396.379883,6390.009766,2.455722
1528986180,6390,6390.009766,6390.009766,6390,1.307248
1528986240,6390,6391.720215,6390.009766,6390,3.662774
1528986300,6390,6390.009766,6390.009766,6390,8.736603
1528986360,6390.319824,6390.330078,6390.319824,6390.330078,1.234708
1528986420,6390.319824,6390.330078,6390.330078,6390.319824,1.757869
1528986480,6390.319824,6393.25,6390.330078,6393.25,4.127834
1528986540,6386,6394.689941,6394.689941,6386,26.785822
1528986600,6386,6389.620117,6386.009766,6389.620117,1.8545
1528986660,6389.609863,6394.419922,6389.609863,6394.419922,1.205197
1528986720,6391.060059,6394.430176,6394.419922,6394.430176,4.262773
1528986780,6394.419922,6397.410156,6394.430176,6397.399902,4.305322
1528986840,6397.410156,6400,6397.410156,6400,0.891291
1528986900,6400,6409,6400,6409,14.601283
1528986960,6410.640137,6436.120117,6410.640137,6417.359863,30.935165
1528987020,6413.790039,6420,6417.359863,6417.97998,6.711648
1528987080,6417.970215,6420,6417.970215,6420,3.776081
1528987140,6419.990234,6425,6419.990234,6425,0.841728
1528987200,6424,6425,6425,6424.009766,3.109327
1528987260,6424,6424.009766,6424.009766,6424.009766,2.577915
1528987320,6424,6424.009766,6424.009766,6424.009766,3.806907
1528987380,6413,6424.009766,6424.009766,6413.060059,7.44899
1528987440,6413.060059,6419.410156,6413.060059,6417.720215,4.555515
1528987500,6417.709961,6417.720215,6417.720215,6417.720215,1.126499
1528987560,6417.709961,6417.720215,6417.709961,6417.720215,1.839536
1528987620,6417.709961,6417.720215,6417.709961,6417.720215,3.13819
1528987680,6417.709961,6417.720215,6417.709961,6417.720215,0.671165
1528987740,6417.709961,6417.720215,6417.720215,6417.720215,2.120687
1528987800,6417.709961,6417.720215,6417.720215,6417.709961,1.923285
1528987860,6417.330078,6417.720215,6417.720215,6417.330078,8.271138
1528987920,6415,6417.319824,6417.319824,6415,0.3065
1528987980,6408.879883,6415.009766,6415.009766,6408.879883,6.910112
1528988040,6408.879883,6409.589844,6408.879883,6409.589844,5.66263
1528988100,6409.580078,6410,6409.589844,6410,0.925955
1528988160,6409.990234,6414.959961,6409.990234,6414.959961,1.1934
1528988220,6414.950195,6414.990234,6414.950195,6414.990234,0.795617
1528988280,6414.97998,6414.990234,6414.990234,6414.990234,2.55187
1528988340,6414.97998,6415,6414.990234,6414.97998,3.331572
1528988400,6414.990234,6415,6414.990234,6414.990234,3.6401
1528988460,6414.990234,6415,6414.990234,6415,2.444417
1528988520,6414.97998,6415,6415,6414.97998,5.816504
1528988580,6414.950195,6414.990234,6414.990234,6414.950195,1.437143
1528988640,6410,6414.959961,6414.959961,6410,3.572609
1528988700,6410,6414.97998,6410,6414.97998,2.119801
1528988760,6414.970215,6414.97998,6414.970215,6414.97998,1.957871
1528988820,6414.97998,6414.97998,6414.97998,6414.97998,1.542526
1528988880,6414.970215,6414.97998,6414.970215,6414.97998,1.2506
1528988940,6414.970215,6414.97998,6414.97998,6414.97998,1.833053
1528989000,6414.970215,6414.97998,6414.97998,6414.97998,1.972138
1528989060,6410,6414.97998,6414.970215,6410.080078,8.525446
1528989120,6410.069824,6410.080078,6410.080078,6410.069824,1.921668
1528989180,6410.080078,6412.399902,6410.080078,6412.330078,2.0779
1528989240,6412.319824,6412.330078,6412.330078,6412.330078,3.044444
1528989300,6408.790039,6412.330078,6412.330078,6408.799805,2.139896
1528989360,6408.790039,6408.799805,6408.799805,6408.799805,3.272403
1528989420,6405.009766,6408.799805,6408.790039,6405.009766,1.505166
1528989480,6403.52002,6405.009766,6405.009766,6403.52002,3.459561
1528989540,6402.430176,6402.439941,6402.439941,6402.439941,1.82047
1528989600,6402,6402.439941,6402.439941,6402.009766,3.846377
1528989660,6398.680176,6402,6402,6398.680176,8.376287
1528989720,6398.680176,6398.689941,6398.680176,6398.689941,0.874014
1528989780,6396.330078,6398.689941,6398.680176,6396.339844,11.314321
1528989840,6392.009766,6396.339844,6396.339844,6393,3.144927
1528989900,6392,6394.450195,6394.310059,6392.009766,7.285443
1528989960,6392,6392.009766,6392.009766,6392.009766,0.725804
1528990020,6388.339844,6392.009766,6392,6389.629883,1.922511
1528990080,6384.100098,6389.629883,6389.629883,6385.060059,18.353333
1528990140,6376.879883,6385.060059,6385.049805,6376.879883,12.83884
1528990200,6362.5,6376.879883,6376.879883,6363,21.28858
1528990260,6363.640137,6375,6363.640137,6375,49.966537
1528990320,6374.990234,6380.040039,6375,6377.779785,5.745376
1528990380,6379.819824,6389.910156,6379.819824,6389.160156,2.972026
1528990440,6386.890137,6389.160156,6389.149902,6386.890137,6.822701
1528990500,6386.890137,6386.899902,6386.890137,6386.899902,1.5274
1528990560,6386.890137,6386.899902,6386.890137,6386.899902,1.3405
1528990620,6386.890137,6386.899902,6386.890137,6386.890137,0.891205
1528990680,6386.899902,6400,6386.899902,6396.919922,46.61145
1528990740,6396.919922,6399.839844,6396.919922,6399.839844,3.110155
1528990800,6394.97998,6399.839844,6399.839844,6394.97998,9.177651
1528990860,6392,6404.140137,6392.009766,6397.759766,21.450848
1528990920,6393.379883,6396.149902,6396.140137,6393.379883,9.050262
1528990980,6385.490234,6393.189941,6392.009766,6386.910156,26.513454
1528991040,6380.72998,6386.899902,6386.899902,6380.740234,4.143011
1528991100,6380.72998,6380.740234,6380.740234,6380.740234,8.15496
1528991160,6380.72998,6380.740234,6380.740234,6380.740234,1.658512
1528991220,6380.72998,6383.060059,6380.740234,6383.060059,6.5249
1528991280,6380.72998,6383.049805,6383.049805,6380.72998,3.920363
1528991340,6362.5,6380.72998,6380.72998,6362.5,22.295641
1528991400,6310,6361.22998,6361.22998,6310.009766,113.740021
1528991460,6310.009766,6355.299805,6310.009766,6344,169.78334
1528991520,6338.959961,6340.029785,6340.029785,6338.970215,48.802872
1528991580,6333,6341.049805,6338.970215,6341.049805,8.134391
1528991640,6341.049805,6353.279785,6341.049805,6349.970215,18.256426
1528991700,6349.970215,6359,6349.970215,6359,2.030847
1528991760,6352.459961,6359,6359,6352.459961,3.856421
1528991820,6349.640137,6349.649902,6349.640137,6349.649902,1.199097
1528991880,6339.700195,6349.649902,6349.649902,6339.709961,74.110733
1528991940,6333.049805,6340,6339.700195,6340,11.316361
1528992000,6339.990234,6359.970215,6340,6359.970215,7.054026
1528992060,6359.990234,6367.779785,6359.990234,6367.779785,4.555514
1528992120,6358.149902,6369.919922,6367.779785,6358.629883,4.886504
1528992180,6354.810059,6363.040039,6359.109863,6354.810059,4.995988
1528992240,6359.259766,6364.52002,6359.27002,6364.509766,2.184277
1528992300,6364.509766,6368.359863,6364.52002,6364.540039,7.843016
1528992360,6364.529785,6364.540039,6364.529785,6364.529785,2.159121
1528992420,6364.540039,6373,6364.540039,6365,6.711786
1528992480,6360.939941,6374.419922,6365.009766,6366.419922,9.924629
1528992540,6360,6366.419922,6366.419922,6360.529785,2.763241
1528992600,6360.529785,6361,6360.529785,6360.990234,5.668684
1528992660,6360,6361,6360.990234,6360.009766,5.421281
1528992720,6353.939941,6360.009766,6360.009766,6353.939941,16.805435
1528992780,6353.75,6367.879883,6353.759766,6367.879883,11.774527
1528992840,6369.419922,6373,6369.419922,6370.02002,9.441707
1528992900,6370.009766,6370.009766,6370.009766,6370.009766,1.7523
1528992960,6370,6371.350098,6370.009766,6370,4.173575
1528993020,6370,6370.009766,6370.009766,6370.009766,1.3985
1528993080,6370.009766,6375,6370.009766,6374.990234,3.5669
1528993140,6375,6380,6375,6379.990234,3.906139
1528993200,6374.990234,6379.990234,6379.990234,6375,1.543387
1528993260,6374,6377.700195,6374,6374,3.08447
1528993320,6370,6374.009766,6374.009766,6370.009766,1.205165
1528993380,6368.299805,6370,6370,6368.310059,2.610773
1528993440,6366.25,6368.310059,6368.299805,6366.25,2.462939
1528993500,6365.830078,6372.450195,6365.830078,6369.009766,5.919587
1528993560,6369,6369.009766,6369.009766,6369.009766,3.294325
1528993620,6369.009766,6394,6369.009766,6394,9.239241
1528993680,6381,6394,6394,6390.790039,8.929368
1528993740,6384.700195,6390.790039,6390.790039,6387.5,5.13574
1528993800,6387.490234,6388.299805,6387.5,6388.299805,3.140518
1528993860,6383.180176,6388.299805,6388.299805,6383.180176,3.94602
1528993920,6380.02002,6390.839844,6380.02002,6390.839844,10.197751
1528993980,6392.790039,6403.339844,6392.790039,6394.779785,24.180408
1528994040,6393.680176,6404.839844,6393.680176,6401.350098,10.45776
1528994100,6390.009766,6400.040039,6400.040039,6390.009766,10.808597
1528994160,6390,6396.240234,6390,6396.240234,9.066161
1528994220,6396.22998,6400,6396.240234,6399,19.867455
1528994280,6400,6415,6400,6415,28.035301
1528994340,6414.990234,6415,6415,6415,7.135661
1528994400,6404,6415,6415,6404,28.064917
1528994460,6404.009766,6404.009766,6404.009766,6404.009766,3.4715
1528994520,6398.990234,6404.009766,6404.009766,6399,3.709974
1528994580,6393.009766,6398,6393.009766,6398,3.768294
1528994640,6397.990234,6404.169922,6397.990234,6404.169922,3.589991
1528994700,6404.169922,6414.899902,6404.169922,6409.430176,5.047237
1528994760,6409.430176,6421,6409.430176,6421,6.340916
1528994820,6420.009766,6426.850098,6421,6420.009766,15.532246
1528994880,6420,6424.959961,6420.009766,6424.959961,9.753854
1528994940,6424.990234,6468.549805,6424.990234,6468.549805,63.560181
1528995000,6470.419922,6507.839844,6470.419922,6489.47998,123.050438
1528995060,6479.459961,6489.509766,6489.509766,6487.990234,50.370667
1528995120,6469.060059,6490.02002,6487.990234,6490.02002,72.362663
1528995180,6490.02002,6510,6490.02002,6510,20.409657
1528995240,6509.990234,6559.990234,6510,6551.97998,112.229446
1528995300,6532.629883,6559.990234,6550.029785,6535.959961,125.444984
